Email,"Customer Name","Company Name",Address,Postcode,City,"Invoice Number","Customer Number","VAT ID","Invoice Date","Due Date","Item Description",Quantity,Price,"Total Amount",IBAN,SWIFT,"Bank Name","Payment Terms"
info@datenblick.de,"Mr Detlef Winkelewski","Datenblick GMBH","Die Datenblick Gmbh Wurde Zum Jahresende 2021",10627,Berlin,28257,27246,DE301876336,23-04-2025,07-05-2025,datenblick.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@bestattungen-wielens.de,"Mr Erasmus Alexander Baumeister","Bestattungen Wielens GMBH","Markt 7",48249,Duelmen,28258,27247,DE283203573,23-04-2025,07-05-2025,bestattungen-wielens.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
office@schuy.eu,"Dipl.-Betriebswirt (Univ) Michael Schuy","Schuy Recycling GMBH","Rudolf-schuy-straße 5",65549,Limburg,28259,27248,DE113295494,23-04-2025,07-05-2025,schuy.eu,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@abag-gmbh.com,"Mr Marcus Volker","Abag Altlasten, Baustoffanalytik, Abfallwirtschaftsberatung, Geotechnik GMBH","Rotenbüschstr. 22",54533,Bettenfeld,28260,27249,DE169804347,23-04-2025,07-05-2025,abag-gmbh.net,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@aurea-energie.de,"Aurea GmbH","Aurea Energie GMBH & Co. KG","Falchenstrasse 106",89233,Neu-ulm,28261,27250,DE272702441,23-04-2025,07-05-2025,aurea-energie.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
atena.desnica@globalsourcing.de,"Mr Josip Lucic-jozak","Global Sourcing Technische Produkte GMBH","Od 1952",93059,Regensburg,28262,27251,DE133701485,23-04-2025,07-05-2025,globalsourcing.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@ambulantes-pflegeteam-rodgau.de,"Ms Susanne Benz","Ambulantes Pflegeteam Susanne Benz GMBH","Mühlstraße 70a",63110,Rodgau,28263,27252,DE295420648,23-04-2025,07-05-2025,ambulantes-pflegeteam-rodgau.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
kap@ngi.de,"Mr Frank Abraham","Kap Stahl- Und Metallbau GMBH","Gustav-stresemann-weg 3a",48155,Muenster,28264,27253,DE184678848,23-04-2025,07-05-2025,kap-ms.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
kontakt@apotheke-buederich.de,"Mr Michael Jilek","Apotheke Buederich  Ekfm. Michael Jilek","Apotheke-büderich In 4648",46487,Wesel,28265,27254,DE120987117,23-04-2025,07-05-2025,apotheke-buederich.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
verkauf@c-rosenfeld.de,"C. Rosenfeld Beteiligungs-GmbH","C. Rosenfeld GMBH & Co. KG","Lange Straße 13",33378,Rheda-wiedenbrueck,28266,27255,DE126851637,23-04-2025,07-05-2025,c-rosenfeld.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@wisa-lab.de,"Ms Gabriele Sasum","Wisa-laboratorium GMBH","Das 1992",16303,Schwedt,28267,27256,DE139043103,23-04-2025,07-05-2025,wisa-lab.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
a1geruestbau@t-online.de,"Mr Timo Scheffczyk","A 1 Geruestbau GMBH","Hanseatenstraße 12",30853,Langenhagen,28268,27257,DE266723210,23-04-2025,07-05-2025,a1geruestbau.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@posid.de,"Mr Ulrich Armin Trattmann","Posid Technologies GMBH","Luxemburger Straße 82",50354,Huerth,28269,27258,DE289428717,23-04-2025,07-05-2025,posid.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@glass-plus.de,"Mr Malte Lange","""glass+"" Malte Lange E.k","Schlossgebiet 15",24306,Ploen,28270,27259,DE223261644,23-04-2025,07-05-2025,glass-plus.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
post@amc-technik.de,"Mr Herbert Strasser","Amc-technik Herbert Strasser","Amc-news 2022",42499,Hueckeswagen,28271,27260,DE123272493,23-04-2025,07-05-2025,amc-technik.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
service@amc-oraltec.com,"Mr Christoph Schanz","Amc.oraltec GMBH","Schumannstrasse 47",78532,Tuttlingen,28272,27261,DE259034085,23-04-2025,07-05-2025,amc-oraltec.com,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
shop@knuddelkind.berlin,"Mr David Ehmann","Knuddelkind GMBH","Margaretenstr. 3",12203,Berlin,28273,27262,DE308908725,23-04-2025,07-05-2025,knuddelkind.berlin,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
kontakt@kukkicocktail.com,"Mr Josef Klemm","Kukki GMBH","Ich Bin Mind. 18",14167,Berlin,28274,27263,DE299633749,23-04-2025,07-05-2025,kukkicocktail.com,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@farbglashuette.de,"Ms Ines Zetzmann","Farbglashuette Lauscha GMBH","Straße Des Friedens 46",98724,Lauscha,28275,27264,DE234256291,23-04-2025,07-05-2025,farbglashuette.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@inntal-fenster-tueren.eu,"Mr Gerald Wuga","Inntal Fenster Und Tueren Gesellschaft Mit Beschraenkter Haftung","Josef-hamberger-straße 5a",83059,Kolbermoor,28276,27265,DE814192157,23-04-2025,07-05-2025,inntal-fenster-tueren.eu,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@ib-koppe.de,"Mr Reinhard Eichenseer","Ingenieurbuero Koppe GMBH","Dürrenhofstraße 5",90478,Nuernberg,28277,27266,DE231705010,23-04-2025,07-05-2025,ib-koppe.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
hwh@fliesen-henseler.de,"Mr Heinz Willi Henseler","Fliesen Henseler E.k.","Rheinbacher Str. 59",53919,Weilerswist,28278,27267,DE169850790,23-04-2025,07-05-2025,fliesen-henseler.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
e.goldbach@deroptiker-amrathaus.de,"Mr Eckhard Goldbach","Goldbach & Goldbach GMBH","Ab Dem 01",29323,Wietze,28279,27268,DE812379903,23-04-2025,07-05-2025,deroptiker-amrathaus.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@setelektrotechnik.de,"Mr Andreas Kudlik","Set Elektrotechnik GMBH","An Der Kaserne 107",28790,Schwanewede,28280,27269,DE222978271,23-04-2025,07-05-2025,setelektrotechnik.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
neissmplus@aol.com,"Mr Michael Christian Johannes Neiss","Fischtechnik International Ferna GMBH","Jetzt In 3",37339,Ferna,28281,27270,DE280128893,23-04-2025,07-05-2025,fischtechnik.com,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@lim-prueftechnik.de,"Mr Cimi Farago","Lim Prueftechnik GMBH","Dguv Vorschrift 3",64572,Buettelborn,28282,27271,DE326890586,23-04-2025,07-05-2025,lim-prueftechnik.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
skoda@mts-mobile.de,"Mr Renato Contardi","Mts Automobile GMBH","Strassheimer Strasse 8",61169,Friedberg,28283,27272,DE813927421,23-04-2025,07-05-2025,mts-mobile.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
streng-immobilien@gmx.de,"Mr Hans-Joachim Streng","H.-j. Streng Immobilien E.k.","Marktplatz 12",91207,Lauf,28284,27273,DE812827322,23-04-2025,07-05-2025,streng-immobilien.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@simon-berns.de,"Ms Annett Simon","Metzgerei Simon-berns GMBH","Friedrich-wilhelm-platz 2",47051,Duisburg,28285,27274,DE119548824,23-04-2025,07-05-2025,simon-berns.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@ff-sevensteps.de,"F & F Brake Systems Verwaltungs GmbH","F & F Seven Steps GMBH & Co. KG","Tel. 0456",23730,Neustadt,28286,27275,DE266936650,23-04-2025,07-05-2025,ff-gruppe.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@soletek.de,"Mr Detlef Becker","Soletek GMBH","Feldheider Straße 62",40699,Erkrath,28287,27276,DE305285863,23-04-2025,07-05-2025,soletek.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@modefischer.com,"Fischer Verwaltungs GmbH","Mode Fischer GMBH & Co. KG","Bielefelder Straße 5a",57368,Lennestadt,28288,27277,DE253497430,23-04-2025,07-05-2025,modefischer.com,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@textomedia.de,,"Textomedia Partnerschaft Technischer Redakteure Mueller, Hentschel & Samson","Die Unterschiedlichen Funktionsumfang Und Teilweise Auch Unterschiedliche Komponenten Haben. Ferner Wird Es Zukünftig In Fünf Weitere Europäische Länder Exportiert. Ohne Änderung Der Arbeitsweise Liegen Nun Statt Einer Plötzlich 18",42853,Remscheid,28289,27278,DE221632486,23-04-2025,07-05-2025,textomedia.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@bankundpersonal.de,"Mr Roland Hornung","Prosum Bank- & Personalberatungs GMBH","Immobilien. Mehr Als 20",97424,Schweinfurt,28290,27279,DE252540300,23-04-2025,07-05-2025,bank-und-personal.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@bertram-projekt.de,"Bachelor of Arts Benjamin Bertram","Projekt Nova GMBH",Ca. 14,30853,Langenhagen,28291,27280,DE156272129,23-04-2025,07-05-2025,bertram-projekt.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
michael.meyer@meyer-potz.de,"Mr Michael Meyer","Meyer Potz GMBH","Summer Collection 2025",40545,Duesseldorf,28292,27281,DE814688633,23-04-2025,07-05-2025,meyer-potz.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
ho@oberschelp.de,"Dipl.- Ing. Hermann Oberschelp","Oberschelp Unternehmensberatung GMBH","Sonnenweg 10",33824,Werther,28293,27282,DE815845405,23-04-2025,07-05-2025,oberschelp.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@sandmann-automation.de,"Mr Frank Sandmann","Sandmann Gebaeudeautomation GMBH","Hölderlinstraße 54",48712,Gescher,28294,27283,DE295364295,23-04-2025,07-05-2025,sandmann-automation.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@gimd.de,"Dr. Andreas Holst","Gimd Gesellschaft Fuer Informationsmanagement Und Dokumentation Mbh","Mit Mehr Als 25",97082,Wuerzburg,28295,27284,DE208267255,23-04-2025,07-05-2025,gimd.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@photonscore.de,"Mr Yury Prokazov","Photonscore GMBH","Delivers Astounding Throughput Of 400",39120,Magdeburg,28296,27285,DE313629415,23-04-2025,07-05-2025,photonscore.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@chiari.de,"Mr Thomas Manfred Chiari","Chiari GMBH Agentur Fuer Markenkommunikation","Am Thyssenhaus 1",40219,Duesseldorf,28297,27286,DE252359946,23-04-2025,07-05-2025,chiari.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@halolight-gmbh.de,"Dr. Zahnmedezin Richard Hans Wolfram Schmitz","Halolight Licht-elektrosysteme GMBH","Dass Sich Unsere Beleuchtungsexperten Intensiv Mit Ihrem Projekt Und Ihren Wünschen Beschäftigen Können. Sie Erreichen Uns Telefonisch In Der Zeit Von 9",51469,"Bergisch Gladbach",28298,27287,DE812548005,23-04-2025,07-05-2025,halolight-gmbh.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@gugel-dental.de,"No data fulfill your filter criteria","Gugel Dentaltechnik, Inh. Michael Gugel E.k.","Spechtweg 13",70499,Stuttgart,28299,27288,DE154748622,23-04-2025,07-05-2025,gugel-dental.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@elegant-spremberg.de,"Ms Barbara Thiele","Elegant Gesellschaft Fuer Friseur-kosmetik Und Mode GMBH","Erwin-strittmatter-promenade 1",3130,Spremberg,28300,27289,DE138824021,23-04-2025,07-05-2025,elegant-spremberg.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
t.henzler@gl-gmbh.de,"Dipl.-Betriebswirt (FH) Thomas Henzler","Gl GMBH Metall- Und Werkstatttechnik","Nürtinger Straße 23",72636,Frickenhausen,28301,27290,DE146270252,23-04-2025,07-05-2025,gl-gmbh.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@spedition-moehlmann.de,"No data fulfill your filter criteria","Gunther Mohlmann Spedition + Kfz. -transporte","Collsteder Damm 1",26340,Zetel,28302,27291,DE117869114,23-04-2025,07-05-2025,spedition-moehlmann.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@kalkenmitjuergens.de,"Juergens Verwaltungs GmbH","Juergens GMBH & Co. KG","Vom 21",48485,Neuenkirchen,28303,27292,DE278089722,23-04-2025,07-05-2025,kalkenmitjuergens.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@hls-concept-planer.de,"Mr Thomas Wruck","H L S Concept Planer GMBH","Spandauer Straße 14",14612,Falkensee,28304,27293,DE271655740,23-04-2025,07-05-2025,hls-concept-planer.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
stahlbau@loehers.de,"Mr Jens Loehers","Loehers Stahlbau-GMBH","Siemensstr. 5",59590,Geseke,28305,27294,DE297581188,23-04-2025,07-05-2025,loehers.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@vita-apotheke-gummersbach.de,"Dr. Wolfgang Duewel","Vita-apotheke Derschlag Dr. Wolfgang Duewel","Vita-apotheke Derschlag In 5164",51645,Gummersbach,28306,27295,DE122557646,23-04-2025,07-05-2025,vita-apotheke-gummersbach.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@maier-oel.de,"Maier GmbH","Erwin Maier GMBH + Co. KG","Scharr WÄrme Ist Ihre Nummer 1",70327,Stuttgart,28307,27296,DE147523070,23-04-2025,07-05-2025,maier-oel.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@imrelectronic.de,"Mr Helmut Moellerhaus","Imr Electronic GMBH","- 17",33619,Bielefeld,28308,27297,DE161600630,23-04-2025,07-05-2025,imrelectronic.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
infos@hallenbau-padeffke.de,"Mr Bjoern Weinrich","Hallenbau Padeffke GMBH","Dörntener Str. 22",38644,Goslar,28309,27298,DE115381648,23-04-2025,07-05-2025,hallenbau-padeffke.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@acsit.info,"No data fulfill your filter criteria","Acsitnet GMBH","Software Products And It-based Services. We Started Our Journey In 2010",40479,Duesseldorf,28310,27299,DE258151948,23-04-2025,07-05-2025,acsit.info,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@ophthalmed.de,"Ms Carmen Erdmann","Ophthalmed Carmen Erdmann E. K.","Das Sich Seit 1994",36323,Grebenau,28311,27300,DE242897185,23-04-2025,07-05-2025,ophthalmed.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@tsl-logistik.net,"Mr Stephan Kiel","Tsl Textil-service & Logistik GMBH","Ausbildung 2025",22848,Norderstedt,28312,27301,DE815312396,23-04-2025,07-05-2025,tsl-logistik.net,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@data-plan.de,"Mr Torsten Achatz","Data-plan Computer Consulting GMBH","Teil 1",70597,Stuttgart,28313,27302,DE191799538,23-04-2025,07-05-2025,data-plan.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
makler@rohde-partner.de,"Mr Hermann Rohde","H. Rohde & Partner Versicherungsmakler","Cookies Verwandt Und Es Werden Auch Keine Personenbezogene Daten Im Sinne Der Legaldefinition Des Art 4",44267,Dortmund,28314,27303,DE203205678,23-04-2025,07-05-2025,rohde-partner.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@gaslock.de,"Ms Viktorija Khayat","Gaslock GMBH Entwicklung Und Vertrieb Von Kraftfahrzeugteilen","Top 100",58638,Iserlohn,28315,27304,DE812634807,23-04-2025,07-05-2025,gaslock.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@horstmann-schreinerei.de,"Schreinerei Horstmann Geschaeftsfuehrungsgesellschaft mbH","Schreinerei Horstmann GMBH & Co. KG","Johann-schöner-straße 60",97753,Karlstadt,28316,27305,DE315245184,23-04-2025,07-05-2025,horstmann-schreinerei.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
s.janke@cad-ks.de,"Mr Sergej Janke","Cad-ks.janke GMBH","Mehr Als 125",32791,Lage,28317,27306,DE264995477,23-04-2025,07-05-2025,cad-ks.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@dentallabor-heinrici.de,"Ms Anja Heinrici","Dentaltechnik - Heinrici GMBH","Seit über 35",85567,Grafing,28318,27307,DE131173290,23-04-2025,07-05-2025,dentallabor-heinrici.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@sekuris.de,"Mr Wladimir Nikischin","Sekuris GMBH","Dekra Iso 9001",90461,Nuernberg,28319,27308,DE815652198,23-04-2025,07-05-2025,sekuris.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@34digital.de,"Mr Joern Wittenberg","34digital GMBH","Solinger Straße 19",45481,Muelheim,28320,27309,DE322372903,23-04-2025,07-05-2025,34digital.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@ortolf-recycling.de,"Mr Erwin Ortolf","Schrott-metalle Erwin Ortolf GMBH","Raiffeisenstr. 12",86167,Augsburg,28321,27310,DE157668337,23-04-2025,07-05-2025,ortolf-recycling.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@ila-rnd.de,"Ms Heike Dues","Ila R&d GMBH","Rudolf-schulten-straße 3",52428,Juelich,28322,27311,DE169762558,23-04-2025,07-05-2025,ila-rnd.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@pos-sg.com,"Ms Gabriella Schnell-Horbach","Spp Furniture Service GMBH","Mühlenpfad 2",53547,Hausen,28323,27312,DE206667609,23-04-2025,07-05-2025,pos-sg.com,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@klein-holzimport.de,"Mr Helmut Klein","H. Klein GMBH Holz Und Furniere","Breitenbacher Strasse 28",57074,Siegen,28324,27313,DE126566196,23-04-2025,07-05-2025,klein-holzimport.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
werkzeugbau@dsg-singwitz.de,"Mr Mario Dallmann","Dsg Werkzeug- Und Metallbau GMBH","Bahnhofstraße 11c",2692,Obergurig,28325,27314,DE172421925,23-04-2025,07-05-2025,dsg-singwitz.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
service@sabura.de,"Mr Christoph Schwabe","Sabura International GMBH","Herbert-wehner-str. 27",59174,Kamen,28326,27315,DE262756387,23-04-2025,07-05-2025,sabura.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@gh-reifendienst.de,"Mr Andreas Hoesch","G & H Reifen Und Autoservice GMBH","Rudolf-diesel-straße 3",89264,Weissenhorn,28327,27316,DE160190014,23-04-2025,07-05-2025,gh-reifendienst.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
accounts.de@telemargroup.com,"Mr Kai Sangkuhl","Telemar Electronics GMBH","With Over 75",27572,Bremerhaven,28328,27317,DE207631353,23-04-2025,07-05-2025,telemargroup.com,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@rossmanith-hd.de,"Mr Dietrich Wahl","Rossmanith GMBH & Co. KG","Sap Ag Campus 2",69124,Heidelberg,28329,27318,DE143290455,23-04-2025,07-05-2025,rossmanith-hd.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@winze-praezisionstechnik.de,"Mr Werner-Peter Winze","Winze Praezisionstechnik E.k","Obere Bahnhofstr. 19",78549,Spaichingen,28330,27319,DE259256176,23-04-2025,07-05-2025,winze-praezisionstechnik.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@coraltree-systems.de,"Mr Richard Czech","Coraltree Systems Deutschland GMBH","Die Seit über 30",53757,"Sankt Augustin",28331,27320,DE284574414,23-04-2025,07-05-2025,coraltree-systems.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@brune.de,"Mr Heinz Wolfgang Brune","Brune Verwaltungs GMBH","Brune Ist Seit Nun 80",53639,Koenigswinter,28332,27321,DE123380455,23-04-2025,07-05-2025,brune.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
oliver.sopalla@biwenko.de,"Mr Philipp Poess","Biwenko GMBH","Live Stream-event Sunsetpicknick 2020",44789,Bochum,28333,27322,DE311330400,23-04-2025,07-05-2025,biwenko.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@packners.com,"Mr Stefan Gausepohl","Packners GMBH","- 0",48465,Schuettorf,28334,27323,DE266330235,23-04-2025,07-05-2025,packners.com,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
mail@walter-tritschler.de,"Mr Juergen Maeder","Walter Tritschler E.k. Inhaber Juergen Maeder","Im Gewerbepark 1",79252,Stegen,28335,27324,DE254295230,23-04-2025,07-05-2025,walter-tritschler.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@concepts-and-training.de,"Mr Sven Kapust","Cat Concepts And Training GMBH","Als Pioniere Der Digitalen Aus- Und Weiterbildung Erleben Und Begleiten Wir Die Entwicklungen Auf Dem Markt Seit Vielen Jahren. Cat Concepts And Training In Seiner Heutigen Form Wurde 2006",50969,Koeln,28336,27325,DE814694228,23-04-2025,07-05-2025,concepts-and-training.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@novatec-mail.de,"Mr Ulrich Wirtz","Novatec Service Und Technik GMBH","An Der Pönt 67",40885,Ratingen,28337,27326,DE294093382,23-04-2025,07-05-2025,novatec-europe.net,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@wulf-schleiftechnik.de,"Dipl.-Wirtschaftsingenieur (FH) Nancy Zadow","Werkzeugservice Wulf E. K.","Industriestraße 40",30900,Wedemark,28338,27327,DE239498023,23-04-2025,07-05-2025,wulf-schleiftechnik.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@li-tec.de,"Ms Stefanie Choritz","Li-tec Battery GMBH","Bis 2030",1917,Kamenz,28339,27328,DE264686936,23-04-2025,07-05-2025,li-tec.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@martin-apotheke-bielefeld.de,"Ms Ella Martin","Martin Apotheke Ella Martin E.k.","Martin Apotheke In 3361",33613,Bielefeld,28340,27329,DE215429545,23-04-2025,07-05-2025,martin-apotheke-bielefeld.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
franz.hirschberger@gmx.de,"Mr Franz Josef Hirschberger","Hirschberger Heizung-sanitaer GMBH","Erlenstrasse 15",86558,Hohenwart,28341,27330,DE231209961,23-04-2025,07-05-2025,hirschberger365.de,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
info@frueh-gmbh.com,"Mr Gerhard Frueh","Frueh GMBH","Stadtgrabenstraße 4",71032,Boeblingen,28342,27331,DE190581183,23-04-2025,07-05-2025,frueh-gmbh.com,1,"€ 879.65","€ 879.65",NL29REVO0083262636,REVONL22,Revolute,"Fällig in 14 Tagen"	
